penalty,mixture,.metric,.estimator,mean,n,std_err,.config
1e-5,0,mae,standard,7.572937843077424,25,0.29568469243439344,Preprocessor1_Model01
1e-5,0,rmse,standard,9.371933547015505,25,0.3479193833487889,Preprocessor1_Model01
1e-5,0,rsq,standard,0.38563570279103493,25,0.03282291504502926,Preprocessor1_Model01
1e-4,0,mae,standard,7.572937843077424,25,0.29568469243439344,Preprocessor1_Model02
1e-4,0,rmse,standard,9.371933547015505,25,0.3479193833487889,Preprocessor1_Model02
1e-4,0,rsq,standard,0.38563570279103493,25,0.03282291504502926,Preprocessor1_Model02
0.001,0,mae,standard,7.572937843077424,25,0.29568469243439344,Preprocessor1_Model03
0.001,0,rmse,standard,9.371933547015505,25,0.3479193833487889,Preprocessor1_Model03
0.001,0,rsq,standard,0.38563570279103493,25,0.03282291504502926,Preprocessor1_Model03
0.01,0,mae,standard,7.572937843077424,25,0.29568469243439344,Preprocessor1_Model04
0.01,0,rmse,standard,9.371933547015505,25,0.3479193833487889,Preprocessor1_Model04
0.01,0,rsq,standard,0.38563570279103493,25,0.03282291504502926,Preprocessor1_Model04
0.1,0,mae,standard,7.572937843077424,25,0.29568469243439344,Preprocessor1_Model05
0.1,0,rmse,standard,9.371933547015505,25,0.3479193833487889,Preprocessor1_Model05
0.1,0,rsq,standard,0.38563570279103493,25,0.03282291504502926,Preprocessor1_Model05
1,0,mae,standard,7.494265029581681,25,0.2894420661353424,Preprocessor1_Model06
1,0,rmse,standard,9.28470407818604,25,0.33922404115090254,Preprocessor1_Model06
1,0,rsq,standard,0.38988806562118083,25,0.03236537497376559,Preprocessor1_Model06
10,0,mae,standard,7.269554880548036,25,0.2892015355884807,Preprocessor1_Model07
10,0,rmse,standard,8.932625179205587,25,0.30043401676192416,Preprocessor1_Model07
10,0,rsq,standard,0.42248738713223266,25,0.030841946645214446,Preprocessor1_Model07
1e-5,0.16666666666666666,mae,standard,8.224207749167746,25,0.3442829213828104,Preprocessor1_Model08
1e-5,0.16666666666666666,rmse,standard,10.118516837273324,25,0.4302829485210246,Preprocessor1_Model08
1e-5,0.16666666666666666,rsq,standard,0.3508498015629085,25,0.036723017458977054,Preprocessor1_Model08
1e-4,0.16666666666666666,mae,standard,8.224207749167746,25,0.3442829213828104,Preprocessor1_Model09
1e-4,0.16666666666666666,rmse,standard,10.118516837273324,25,0.4302829485210246,Preprocessor1_Model09
1e-4,0.16666666666666666,rsq,standard,0.3508498015629085,25,0.036723017458977054,Preprocessor1_Model09
0.001,0.16666666666666666,mae,standard,8.224207749167746,25,0.3442829213828104,Preprocessor1_Model10
0.001,0.16666666666666666,rmse,standard,10.118516837273324,25,0.4302829485210246,Preprocessor1_Model10
0.001,0.16666666666666666,rsq,standard,0.3508498015629085,25,0.036723017458977054,Preprocessor1_Model10
0.01,0.16666666666666666,mae,standard,8.220428538576863,25,0.34418545930011135,Preprocessor1_Model11
0.01,0.16666666666666666,rmse,standard,10.108544979887288,25,0.42801021568361824,Preprocessor1_Model11
0.01,0.16666666666666666,rsq,standard,0.35139790090206685,25,0.03661166696789489,Preprocessor1_Model11
0.1,0.16666666666666666,mae,standard,8.006998075786836,25,0.3258410836726966,Preprocessor1_Model12
0.1,0.16666666666666666,rmse,standard,9.828726889556734,25,0.3928130050238783,Preprocessor1_Model12
0.1,0.16666666666666666,rsq,standard,0.3652520440416207,25,0.03528883454049394,Preprocessor1_Model12
1,0.16666666666666666,mae,standard,7.058451281945299,25,0.2855050053011472,Preprocessor1_Model13
1,0.16666666666666666,rmse,standard,8.828810618539151,25,0.3143069974751424,Preprocessor1_Model13
1,0.16666666666666666,rsq,standard,0.42767256326656017,25,0.03174613645794251,Preprocessor1_Model13
10,0.16666666666666666,mae,standard,7.308369381243627,25,0.27391180281071875,Preprocessor1_Model14
10,0.16666666666666666,rmse,standard,8.644471019010991,25,0.286770488720561,Preprocessor1_Model14
10,0.16666666666666666,rsq,standard,0.545002575674591,25,0.025238191084253663,Preprocessor1_Model14
1e-5,0.3333333333333333,mae,standard,8.233359776993376,25,0.34567462855799863,Preprocessor1_Model15
1e-5,0.3333333333333333,rmse,standard,10.12807180841825,25,0.43160839880448465,Preprocessor1_Model15
1e-5,0.3333333333333333,rsq,standard,0.350487212215905,25,0.03675178172156316,Preprocessor1_Model15
1e-4,0.3333333333333333,mae,standard,8.233359776993376,25,0.34567462855799863,Preprocessor1_Model16
1e-4,0.3333333333333333,rmse,standard,10.12807180841825,25,0.43160839880448465,Preprocessor1_Model16
1e-4,0.3333333333333333,rsq,standard,0.350487212215905,25,0.03675178172156316,Preprocessor1_Model16
0.001,0.3333333333333333,mae,standard,8.233359776993376,25,0.34567462855799863,Preprocessor1_Model17
0.001,0.3333333333333333,rmse,standard,10.12807180841825,25,0.43160839880448465,Preprocessor1_Model17
0.001,0.3333333333333333,rsq,standard,0.350487212215905,25,0.03675178172156316,Preprocessor1_Model17
0.01,0.3333333333333333,mae,standard,8.220010272005352,25,0.3437353682393743,Preprocessor1_Model18
0.01,0.3333333333333333,rmse,standard,10.103013374977095,25,0.4261279342298536,Preprocessor1_Model18
0.01,0.3333333333333333,rsq,standard,0.35168401880288863,25,0.03657248853959886,Preprocessor1_Model18
0.1,0.3333333333333333,mae,standard,7.913072520846312,25,0.31853110743657725,Preprocessor1_Model19
0.1,0.3333333333333333,rmse,standard,9.721002757994517,25,0.38255362504019075,Preprocessor1_Model19
0.1,0.3333333333333333,rsq,standard,0.37085792574610715,25,0.03502756677552469,Preprocessor1_Model19
1,0.3333333333333333,mae,standard,6.844197652622726,25,0.2798794710470351,Preprocessor1_Model20
1,0.3333333333333333,rmse,standard,8.525396973280703,25,0.3023712851428404,Preprocessor1_Model20
1,0.3333333333333333,rsq,standard,0.45741015267613505,25,0.0312848073817198,Preprocessor1_Model20
10,0.3333333333333333,mae,standard,7.8916452341852414,25,0.2905772944342602,Preprocessor1_Model21
10,0.3333333333333333,rmse,standard,9.30767323050078,25,0.3124388011939387,Preprocessor1_Model21
10,0.3333333333333333,rsq,standard,0.5337984162250456,25,0.02557512426890281,Preprocessor1_Model21
1e-5,0.5,mae,standard,8.231953406285152,25,0.3457743712237028,Preprocessor1_Model22
1e-5,0.5,rmse,standard,10.124284742328934,25,0.4323564456300981,Preprocessor1_Model22
1e-5,0.5,rsq,standard,0.35080935040570005,25,0.036802821323755903,Preprocessor1_Model22
1e-4,0.5,mae,standard,8.231953406285152,25,0.3457743712237028,Preprocessor1_Model23
1e-4,0.5,rmse,standard,10.124284742328934,25,0.4323564456300981,Preprocessor1_Model23
1e-4,0.5,rsq,standard,0.35080935040570005,25,0.036802821323755903,Preprocessor1_Model23
0.001,0.5,mae,standard,8.231953406285152,25,0.3457743712237028,Preprocessor1_Model24
0.001,0.5,rmse,standard,10.124284742328934,25,0.4323564456300981,Preprocessor1_Model24
0.001,0.5,rsq,standard,0.35080935040570005,25,0.036802821323755903,Preprocessor1_Model24
0.01,0.5,mae,standard,8.212863195633025,25,0.3422494595434517,Preprocessor1_Model25
0.01,0.5,rmse,standard,10.090949088688554,25,0.42381141395053623,Preprocessor1_Model25
0.01,0.5,rsq,standard,0.35227596060676114,25,0.03654787987656595,Preprocessor1_Model25
0.1,0.5,mae,standard,7.823329871973396,25,0.3112513699652787,Preprocessor1_Model26
0.1,0.5,rmse,standard,9.619350371703247,25,0.3725181468178032,Preprocessor1_Model26
0.1,0.5,rsq,standard,0.37620646119085227,25,0.0348161933268632,Preprocessor1_Model26
1,0.5,mae,standard,6.755114506266392,25,0.25600992921744503,Preprocessor1_Model27
1,0.5,rmse,standard,8.32869193600747,25,0.28557166149394786,Preprocessor1_Model27
1,0.5,rsq,standard,0.4786535797908219,25,0.03005775514730012,Preprocessor1_Model27
10,0.5,mae,standard,8.531640664474992,25,0.3086254401537643,Preprocessor1_Model28
10,0.5,rmse,standard,10.064082811152174,25,0.34642912810029813,Preprocessor1_Model28
10,0.5,rsq,standard,0.5041958423527231,25,0.03184125160218791,Preprocessor1_Model28
1e-5,0.6666666666666666,mae,standard,8.235062263793942,25,0.34566213275091634,Preprocessor1_Model29
1e-5,0.6666666666666666,rmse,standard,10.128032298509591,25,0.43206820872624585,Preprocessor1_Model29
1e-5,0.6666666666666666,rsq,standard,0.3504059685665443,25,0.03675609877696689,Preprocessor1_Model29
1e-4,0.6666666666666666,mae,standard,8.235062263793942,25,0.34566213275091634,Preprocessor1_Model30
1e-4,0.6666666666666666,rmse,standard,10.128032298509591,25,0.43206820872624585,Preprocessor1_Model30
1e-4,0.6666666666666666,rsq,standard,0.3504059685665443,25,0.03675609877696689,Preprocessor1_Model30
0.001,0.6666666666666666,mae,standard,8.235062263793942,25,0.34566213275091634,Preprocessor1_Model31
0.001,0.6666666666666666,rmse,standard,10.128032298509591,25,0.43206820872624585,Preprocessor1_Model31
0.001,0.6666666666666666,rsq,standard,0.3504059685665443,25,0.03675609877696689,Preprocessor1_Model31
0.01,0.6666666666666666,mae,standard,8.201587152171033,25,0.34067300821553986,Preprocessor1_Model32
0.01,0.6666666666666666,rmse,standard,10.075328453912217,25,0.42134113487603597,Preprocessor1_Model32
0.01,0.6666666666666666,rsq,standard,0.3529865924858755,25,0.036495061335015455,Preprocessor1_Model32
0.1,0.6666666666666666,mae,standard,7.741601319686986,25,0.3062180131666369,Preprocessor1_Model33
0.1,0.6666666666666666,rmse,standard,9.526511269896796,25,0.36507756103795186,Preprocessor1_Model33
0.1,0.6666666666666666,rsq,standard,0.381436985474566,25,0.03468220759196549,Preprocessor1_Model33
1,0.6666666666666666,mae,standard,6.69325234045098,25,0.24003391060079812,Preprocessor1_Model34
1,0.6666666666666666,rmse,standard,8.187705910016447,25,0.27355547832681865,Preprocessor1_Model34
1,0.6666666666666666,rsq,standard,0.4945220684537229,25,0.028673222330129276,Preprocessor1_Model34
10,0.6666666666666666,mae,standard,9.232284746042856,25,0.3169307970564851,Preprocessor1_Model35
10,0.6666666666666666,rmse,standard,10.89757080404645,25,0.3513298510612437,Preprocessor1_Model35
10,0.6666666666666666,rsq,standard,0.46090764662089856,25,0.03127911690242069,Preprocessor1_Model35
1e-5,0.8333333333333333,mae,standard,8.235866489558717,25,0.34553030119728084,Preprocessor1_Model36
1e-5,0.8333333333333333,rmse,standard,10.128034733864272,25,0.4320454948211343,Preprocessor1_Model36
1e-5,0.8333333333333333,rsq,standard,0.3503737669381214,25,0.036755303136152405,Preprocessor1_Model36
1e-4,0.8333333333333333,mae,standard,8.235866489558717,25,0.34553030119728084,Preprocessor1_Model37
1e-4,0.8333333333333333,rmse,standard,10.128034733864272,25,0.4320454948211343,Preprocessor1_Model37
1e-4,0.8333333333333333,rsq,standard,0.3503737669381214,25,0.036755303136152405,Preprocessor1_Model37
0.001,0.8333333333333333,mae,standard,8.235866489558717,25,0.34553030119728084,Preprocessor1_Model38
0.001,0.8333333333333333,rmse,standard,10.128034733864272,25,0.4320454948211343,Preprocessor1_Model38
0.001,0.8333333333333333,rsq,standard,0.3503737669381214,25,0.036755303136152405,Preprocessor1_Model38
0.01,0.8333333333333333,mae,standard,8.192065413669082,25,0.3399912417539547,Preprocessor1_Model39
0.01,0.8333333333333333,rmse,standard,10.061126327697432,25,0.4199108956236427,Preprocessor1_Model39
0.01,0.8333333333333333,rsq,standard,0.35376127484848807,25,0.036451012175898224,Preprocessor1_Model39
0.1,0.8333333333333333,mae,standard,7.665711054693706,25,0.3013102291247819,Preprocessor1_Model40
0.1,0.8333333333333333,rmse,standard,9.442685765824296,25,0.35818407552252873,Preprocessor1_Model40
0.1,0.8333333333333333,rsq,standard,0.3861971451831727,25,0.03449374906273907,Preprocessor1_Model40
1,0.8333333333333333,mae,standard,6.628856191763889,25,0.23065203375476365,Preprocessor1_Model41
1,0.8333333333333333,rmse,standard,8.0677029997403,25,0.26858688096327304,Preprocessor1_Model41
1,0.8333333333333333,rsq,standard,0.5092689041483492,25,0.028065341214887674,Preprocessor1_Model41
10,0.8333333333333333,mae,standard,9.703622630688425,25,0.3000756753855795,Preprocessor1_Model42
10,0.8333333333333333,rmse,standard,11.436477923923201,25,0.3336539804636732,Preprocessor1_Model42
10,0.8333333333333333,rsq,standard,0.2817203517369685,3,0.06519297476096503,Preprocessor1_Model42
1e-5,1,mae,standard,8.235509744857922,25,0.3453662359746062,Preprocessor1_Model43
1e-5,1,rmse,standard,10.12781524861364,25,0.43191637888552004,Preprocessor1_Model43
1e-5,1,rsq,standard,0.3504364464858899,25,0.03674904852333507,Preprocessor1_Model43
1e-4,1,mae,standard,8.235509744857922,25,0.3453662359746062,Preprocessor1_Model44
1e-4,1,rmse,standard,10.12781524861364,25,0.43191637888552004,Preprocessor1_Model44
1e-4,1,rsq,standard,0.3504364464858899,25,0.03674904852333507,Preprocessor1_Model44
0.001,1,mae,standard,8.235509744857922,25,0.3453662359746062,Preprocessor1_Model45
0.001,1,rmse,standard,10.12781524861364,25,0.43191637888552004,Preprocessor1_Model45
0.001,1,rsq,standard,0.3504364464858899,25,0.03674904852333507,Preprocessor1_Model45
0.01,1,mae,standard,8.181635815589877,25,0.33926170582597115,Preprocessor1_Model46
0.01,1,rmse,standard,10.045864125892871,25,0.4183907422577124,Preprocessor1_Model46
0.01,1,rsq,standard,0.3545946390549979,25,0.036412601174106045,Preprocessor1_Model46
0.1,1,mae,standard,7.592036731416034,25,0.29744644682432253,Preprocessor1_Model47
0.1,1,rmse,standard,9.366642509360133,25,0.35206301574610144,Preprocessor1_Model47
0.1,1,rsq,standard,0.39073277534063544,25,0.03423317123003728,Preprocessor1_Model47
1,1,mae,standard,6.5818155946156285,25,0.22755031145563928,Preprocessor1_Model48
1,1,rmse,standard,7.987305810512906,25,0.26661220980823264,Preprocessor1_Model48
1,1,rsq,standard,0.5198341683975887,25,0.027653145810646828,Preprocessor1_Model48
10,1,mae,standard,9.70612149014195,25,0.29935118105222036,Preprocessor1_Model49
10,1,rmse,standard,11.439517262226952,25,0.33330059855662286,Preprocessor1_Model49
10,1,rsq,standard,NA,0,NA,Preprocessor1_Model49
